"name"
"stats","start","end","BigName","itemtype.href","itemtype.text","rarity","index","url"
"Attack","5","13","Wizard Armlet (X)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Bracer","Type: Bracer","4","164","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 4_Wizard Armlet (X)"
"Defense","19","42","","","","","165","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 4_Wizard Armlet (X)"
"Magic","11","19","","","","","166","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 4_Wizard Armlet (X)"
"Resistance","29","59","","","","","167","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 4_Wizard Armlet (X)"
"Mind","9","16","","","","","168","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 4_Wizard Armlet (X)"
"Evasion","102","102","","","","","169","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 4_Wizard Armlet (X)"
"Attack","9","15","Silver Bangle (XIII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Bracer","Type: Bracer","4","170","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 4_Silver Bangle (XIII)"
"Defense","20","43","","","","","171","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 4_Silver Bangle (XIII)"
"Magic","9","15","","","","","172","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 4_Silver Bangle (XIII)"
"Resistance","25","54","","","","","173","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 4_Silver Bangle (XIII)"
"Mind","9","15","","","","","174","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 4_Silver Bangle (XIII)"
"Evasion","103","103","","","","","175","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 4_Silver Bangle (XIII)"
"","","","Fire Ring (VII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Accessory","Type: Accessory","4","176","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 4_Fire Ring (VII)"
"","","","Ice Ring (VII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Accessory","Type: Accessory","4","177","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 4_Ice Ring (VII)"
"Magic","20","20","Magic Armlet (IX)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Accessory","Type: Accessory","4","178","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 4_Magic Armlet (IX)"
"Attack","69","113","Danjuro (XII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Dagger","Type: Dagger","5","179","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Danjuro (XII)"
"Accuracy","95","95","","","","","180","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Danjuro (XII)"
"Attack","64","109","Behemoth Knife","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Dagger","Type: Dagger","5","181","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Behemoth Knife"
"Accuracy","95","95","","","","","182","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Behemoth Knife"
"Attack","76","126","Buster Sword (VII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Sword","Type: Sword","5","183","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Buster Sword (VII)"
"Accuracy","95","95","","","","","184","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Buster Sword (VII)"
"Attack","76","126","Brotherhood (X)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Sword","Type: Sword","5","185","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Brotherhood (X)"
"Accuracy","95","95","","","","","186","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Brotherhood (X)"
"Attack","77","128","Dark Sword (IV)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Sword","Type: Sword","5","187","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Dark Sword (IV)"
"Defense","-2","-2","","","","","188","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Dark Sword (IV)"
"Accuracy","95","95","","","","","189","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Dark Sword (IV)"
"Attack","76","125","Soul Sabre (VI)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Sword","Type: Sword","5","190","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Soul Sabre (VI)"
"Accuracy","95","95","","","","","191","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Soul Sabre (VI)"
"Attack","65","115","Thunder Blade (VI)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Sword","Type: Sword","5","192","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Thunder Blade (VI)"
"Magic","20","40","","","","","193","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Thunder Blade (VI)"
"Accuracy","89","89","","","","","194","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Thunder Blade (VI)"
"Attack","71","120","Zantetsuken (VI)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Sword","Type: Sword","5","195","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Zantetsuken (VI)"
"Accuracy","95","95","","","","","196","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Zantetsuken (VI)"
"Attack","77","128","Tyrfing (III)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Sword","Type: Sword","5","197","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Tyrfing (III)"
"Accuracy","95","95","","","","","198","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Tyrfing (III)"
"Attack","55","95","Enhancer (VI)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Sword","Type: Sword","5","199","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Enhancer (VI)"
"Magic","77","127","","","","","200","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Enhancer (VI)"
"Accuracy","95","95","","","","","201","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Enhancer (VI)"
"Attack","75","124","Blitz Sword (VIII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Sword","Type: Sword","5","202","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Blitz Sword (VIII)"
"Magic","6","6","","","","","203","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Blitz Sword (VIII)"
"Accuracy","95","95","","","","","204","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Blitz Sword (VIII)"
"Attack","65","117","Gaia Blade (II)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Sword","Type: Sword","5","205","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Gaia Blade (II)"
"Magic","22","42","","","","","206","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Gaia Blade (II)"
"Accuracy","89","89","","","","","207","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Gaia Blade (II)"
"Attack","75","126","Sun Blade (I)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Sword","Type: Sword","5","208","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Sun Blade (I)"
"Accuracy","95","95","","","","","209","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Sun Blade (I)"
"Attack","66","118","Soldier's Sabre (X)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Sword","Type: Sword","5","210","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Soldier's Sabre (X)"
"Magic","20","40","","","","","211","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Soldier's Sabre (X)"
"Accuracy","89","89","","","","","212","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Soldier's Sabre (X)"
"Attack","75","128","Murasame (VII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Katana","Type: Katana","5","213","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Murasame (VII)"
"Magic","5","5","","","","","214","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Murasame (VII)"
"Accuracy","92","92","","","","","215","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Murasame (VII)"
"Attack","80","132","Masamune (VII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Katana","Type: Katana","5","216","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Masamune (VII)"
"Accuracy","95","95","","","","","217","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Masamune (VII)"
"Attack","76","129","Kiku-ichimonji (VI)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Katana","Type: Katana","5","218","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Kiku-ichimonji (VI)"
"Accuracy","95","95","","","","","219","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Kiku-ichimonji (VI)"
"Attack","79","128","Blood Lance (IV)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Spear","Type: Spear","5","220","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Blood Lance (IV)"
"Accuracy","95","95","","","","","221","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Blood Lance (IV)"
"Attack","73","123","Golden Spear (VI)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Spear","Type: Spear","5","222","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Golden Spear (VI)"
"Accuracy","95","95","","","","","223","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Golden Spear (VI)"
"Attack","67","117","Heat Lance (X)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Spear","Type: Spear","5","224","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Heat Lance (X)"
"Accuracy","95","95","","","","","225","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Heat Lance (X)"
"Attack","71","115","Grand Glove (VII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Fist","Type: Fist","5","226","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Grand Glove (VII)"
"Accuracy","95","95","","","","","227","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Grand Glove (VII)"
"Attack","72","116","Giant's Gloves (II)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Fist","Type: Fist","5","228","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Giant's Gloves (II)"
"Accuracy","95","95","","","","","229","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Giant's Gloves (II)"
"Attack","66","110","Kaiser Knuckles (XIII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Fist","Type: Fist","5","230","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Kaiser Knuckles (XIII)"
"Accuracy","95","95","","","","","231","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Kaiser Knuckles (XIII)"
"Attack","23","38","Guard Stick (VII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Rod","Type: Rod","5","232","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Guard Stick (VII)"
"Magic","76","125","","","","","233","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Guard Stick (VII)"
"Mind","50","75","","","","","234","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Guard Stick (VII)"
"Accuracy","95","95","","","","","235","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Guard Stick (VII)"
"Attack","25","39","Full Metal Staff (VII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Rod","Type: Rod","5","236","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Full Metal Staff (VII)"
"Magic","77","128","","","","","237","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Full Metal Staff (VII)"
"Mind","39","64","","","","","238","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Full Metal Staff (VII)"
"Accuracy","95","95","","","","","239","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Full Metal Staff (VII)"
"Attack","29","59","Binding Rod (XIII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Rod","Type: Rod","5","240","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Binding Rod (XIII)"
"Magic","77","128","","","","","241","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Binding Rod (XIII)"
"Mind","46","71","","","","","242","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Binding Rod (XIII)"
"Accuracy","95","95","","","","","243","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Binding Rod (XIII)"
"Attack","30","60","Oak Staff (IX)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Rod","Type: Rod","5","244","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Oak Staff (IX)"
"Magic","79","130","","","","","245","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Oak Staff (IX)"
"Mind","44","69","","","","","246","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Oak Staff (IX)"
"Accuracy","95","95","","","","","247","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Oak Staff (IX)"
"Attack","23","39","Healing Staff (V)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Staff","Type: Staff","5","248","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Healing Staff (V)"
"Magic","60","110","","","","","249","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Healing Staff (V)"
"Mind","77","128","","","","","250","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Healing Staff (V)"
"Accuracy","95","95","","","","","251","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Healing Staff (V)"
"Attack","23","38","Judgment Staff (V)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Staff","Type: Staff","5","252","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Judgment Staff (V)"
"Magic","38","63","","","","","253","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Judgment Staff (V)"
"Mind","76","126","","","","","254","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Judgment Staff (V)"
"Accuracy","95","95","","","","","255","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Judgment Staff (V)"
"Attack","23","39","Storm Staff (IX)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Staff","Type: Staff","5","256","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Storm Staff (IX)"
"Magic","78","129","","","","","257","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Storm Staff (IX)"
"Mind","68","118","","","","","258","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Storm Staff (IX)"
"Accuracy","95","95","","","","","259","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Storm Staff (IX)"
"Attack","46","75","Ice Whip (IV)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Whip","Type: Whip","5","260","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Ice Whip (IV)"
"Magic","77","129","","","","","261","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Ice Whip (IV)"
"Accuracy","95","95","","","","","262","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Ice Whip (IV)"
"Attack","65","110","Hawkeye (VI)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Thrown","Type: Thrown","5","263","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Hawkeye (VI)"
"Accuracy","92","92","","","","","264","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Hawkeye (VI)"
"Attack","52","87","Valkyrie (VIII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Thrown","Type: Thrown","5","265","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Valkyrie (VIII)"
"Magic","75","127","","","","","266","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Valkyrie (VIII)"
"Accuracy","95","95","","","","","267","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Valkyrie (VIII)"
"Attack","68","112","Rising Sun (VI)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Thrown","Type: Thrown","5","268","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Rising Sun (VI)"
"Accuracy","95","95","","","","","269","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Rising Sun (VI)"
"Attack","57","87","Healing Grimoire","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Book","Type: Book","5","270","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Healing Grimoire"
"Magic","57","108","","","","","271","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Healing Grimoire"
"Mind","67","118","","","","","272","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Healing Grimoire"
"Accuracy","95","95","","","","","273","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Healing Grimoire"
"Attack","67","111","Sentinel's Grimoire","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Book","Type: Book","5","274","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Sentinel's Grimoire"
"Defense","5","5","","","","","275","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Sentinel's Grimoire"
"Magic","72","121","","","","","276","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Sentinel's Grimoire"
"Mind","57","108","","","","","277","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Sentinel's Grimoire"
"Accuracy","95","95","","","","","278","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Sentinel's Grimoire"
"Attack","65","110","Official Ball (X)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Ball","Type: Ball","5","279","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Official Ball (X)"
"Accuracy","95","95","","","","","280","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Official Ball (X)"
"Defense","62","102","Genji Shield (IV)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Shield","Type: Shield","5","281","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Genji Shield (IV)"
"Resistance","39","64","","","","","282","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Genji Shield (IV)"
"Evasion","108","108","","","","","283","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Genji Shield (IV)"
"Defense","63","103","Lustrous Shield (IV)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Shield","Type: Shield","5","284","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Lustrous Shield (IV)"
"Resistance","40","65","","","","","285","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Lustrous Shield (IV)"
"Mind","15","15","","","","","286","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Lustrous Shield (IV)"
"Evasion","108","108","","","","","287","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Lustrous Shield (IV)"
"Defense","67","109","Emerald Shield (X)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Shield","Type: Shield","5","288","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Emerald Shield (X)"
"Resistance","43","68","","","","","289","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Emerald Shield (X)"
"Evasion","112","112","","","","","290","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Emerald Shield (X)"
"Defense","70","110","Kaiser Shield (XII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Shield","Type: Shield","5","291","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Kaiser Shield (XII)"
"Resistance","47","72","","","","","292","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Kaiser Shield (XII)"
"Evasion","105","105","","","","","293","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Kaiser Shield (XII)"
"Defense","39","64","Mystery Veil (VI)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Hat","Type: Hat","5","294","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Mystery Veil (VI)"
"Magic","20","30","","","","","295","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Mystery Veil (VI)"
"Resistance","77","127","","","","","296","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Mystery Veil (VI)"
"Mind","16","26","","","","","297","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Mystery Veil (VI)"
"Evasion","105","105","","","","","298","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Mystery Veil (VI)"
"Attack","8","13","Genji Helm (V)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Helm","Type: Helm","5","299","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Genji Helm (V)"
"Defense","69","114","","","","","300","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Genji Helm (V)"
"Resistance","62","102","","","","","301","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Genji Helm (V)"
"Evasion","105","105","","","","","302","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Genji Helm (V)"
"Attack","8","13","Dark Helm (IV)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Helm","Type: Helm","5","303","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Dark Helm (IV)"
"Defense","65","110","","","","","304","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Dark Helm (IV)"
"Resistance","59","99","","","","","305","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Dark Helm (IV)"
"Evasion","105","105","","","","","306","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Dark Helm (IV)"
"Defense","68","114","Balamb Garden Uniform (VIII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Light%20Armor","Type: Light Armor","5","307","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Balamb Garden Uniform (VIII)"
"Resistance","71","117","","","","","308","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Balamb Garden Uniform (VIII)"
"Evasion","100","100","","","","","309","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Balamb Garden Uniform (VIII)"
"Defense","92","137","Genji Armor (V)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Armor","Type: Armor","5","310","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Genji Armor (V)"
"Resistance","39","64","","","","","311","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Genji Armor (V)"
"Evasion","105","105","","","","","312","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Genji Armor (V)"
"Defense","54","89","Regal Gown (VI)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Robe","Type: Robe","5","313","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Regal Gown (VI)"
"Resistance","92","137","","","","","314","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Regal Gown (VI)"
"Evasion","105","105","","","","","315","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Regal Gown (VI)"
"Defense","53","88","Monk Robe (X)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Robe","Type: Robe","5","316","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Monk Robe (X)"
"Resistance","86","128","","","","","317","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Monk Robe (X)"
"Evasion","105","105","","","","","318","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Monk Robe (X)"
"Attack","13","22","Gold Bangle (XIII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Bracer","Type: Bracer","5","319","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Gold Bangle (XIII)"
"Defense","57","83","","","","","320","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Gold Bangle (XIII)"
"Magic","13","22","","","","","321","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Gold Bangle (XIII)"
"Resistance","53","89","","","","","322","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Gold Bangle (XIII)"
"Mind","13","22","","","","","323","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Gold Bangle (XIII)"
